SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
PNCG-71,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,226,0.064460924,0.587012987,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
PNCG-71,CHAVES-F1R1,COI,OTU570123756,all-OTU,16S,120,112,8,96,0.027381631,0.249350649,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNCG-71,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,36,0.010268112,0.093506494,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
PNCG-71,CHAVES-F1R1,COI,OTU244576181,all-OTU,16S,120,101,19,15,0.00427838,0.038961039,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
PNCG-71,CHAVES-F1R1,COI,OTU437952276,all-OTU,16S,120,103,17,12,0.003422704,0.031168831,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Amphibia;Anura;Bufonidae;Ingerophrynus;Ingerophrynus celebensis,1,31,72,,,,,,,,,,,,
PNCG-71,U,12S,OTU881582919,all-OTU,12S,220,222,2,5217,0.672900813,1,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNCG-77,CHAVES-F14R12,COI,OTU279795832,all-OTU,COI,250,254,4,12,0.000467545,1,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
PNCG-77,CHAVES-F4R2,COI,OTU91947462,all-OTU,COI,250,255,5,256,0.486692015,0.948148148,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
PNCG-77,CHAVES-F4R2,COI,OTU848963306,all-OTU,COI,250,255,5,14,0.02661597,0.051851852,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,Chordata;Aves;Passeriformes;Pipridae;Chiroxiphia;Chiroxiphia lanceolata,0.95565,248,7,,,,,,,,,,,,
PNCG-77,CHAVES-F4R2,COI,OTU570984876,all-OTU,16S,120,119,1,77,0.146387833,0.77,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
PNCG-77,CHAVES-F4R2,COI,OTU570123756,all-OTU,16S,120,112,8,23,0.043726236,0.23,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNCG-77,U,12S,OTU216452375,all-OTU,12S,220,220,0,75,0.011501303,0.630252101,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
PNCG-77,U,12S,OTU560424198,all-OTU,12S,220,222,2,35,0.005367275,0.294117647,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNCG-77,U,12S,OTU355307225,all-OTU,12S,220,224,4,7,0.001073455,0.058823529,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
PNCG-77,U,12S,OTU526130663,all-OTU,12S,220,218,2,2,0.000306701,0.016806723,"root,unk",-0.181038,"Carnivora,unk",-2.89388,,,,,Speothos_venaticus_KT448285.1,0.569,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Canidae; g__Speothos; s__venaticus,0.79911,Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca mulatta,0.89302,215,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU553964982,all-OTU,COI,250,255,5,2,0.002185792,1,Carnivora,-0.457168,"Carnivora,Procyonidae",-0.458723,"Carnivora,Procyonidae,Procyon",-0.52958,"Carnivora,Procyonidae,Procyon,unk",-0.529598,Procyon_lotor_AB291073.1,0.663,k__Metazoa; p__Chordata; c__Aves; o__Galliformes; f__Odontophoridae; g__Dendrortyx; s__macroura,0.80952,Chordata;Mammalia;Carnivora;Procyonidae;Nasua;Nasua nasua,0.97357,227,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,15,0.016393443,0.75,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU881582919,all-OTU,12S,220,222,2,3,0.003278689,0.15,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU698278148,all-OTU,12S,220,224,4,2,0.002185792,0.1,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,38,0.041530055,0.233128834,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU890264139,all-OTU,16S,120,120,0,25,0.027322404,0.153374233,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU556830680,all-OTU,16S,120,122,2,23,0.025136612,0.141104294,Sirenia,-0.284986,"Sirenia,Trichechidae",-0.284986,"Sirenia,Trichechidae,Trichechus",-0.531535,"Sirenia,Trichechidae,Trichechus,unk",-0.531667,Trichechus_inunguis_MW073826.1,0.918,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,0.99153,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,23,0.025136612,0.141104294,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU240619258,all-OTU,16S,120,103,17,18,0.019672131,0.110429448,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU911054025,all-OTU,16S,120,119,1,13,0.01420765,0.079754601,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU212970076,all-OTU,16S,120,120,0,9,0.009836066,0.055214724,Rodentia,-0.00247102,"Rodentia,Cuniculidae",-0.10439,"Rodentia,Cuniculidae,Cuniculus",-0.351444,"Rodentia,Cuniculidae,Cuniculus,unk",-0.351463,Cuniculus_paca_NC_079967.1,0.917,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.98291,,,,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU343752411,all-OTU,16S,120,103,17,8,0.008743169,0.049079755,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
PNIP1-04,CHAVES-F1R1,COI,OTU723200912,all-OTU,16S,120,106,14,6,0.006557377,0.036809816,"root,unk",-0.483608,"Chiroptera,unk",-1.54716,,,,,Myotis_bocagii_JX276375.1,0.557,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.7963,Chordata;Mammalia;Chiroptera;Molossidae;Otomops;Otomops martiensseni,0.87619,105,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,394,0.302147239,0.474698795,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,322,0.246932515,0.387951807,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU881582919,all-OTU,12S,220,222,2,61,0.046779141,0.073493976,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU391116024,all-OTU,12S,220,224,4,37,0.028374233,0.044578313,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU355307225,all-OTU,12S,220,224,4,13,0.009969325,0.015662651,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU216452375,all-OTU,12S,220,220,0,3,0.002300613,0.003614458,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
PNIP1-05,CHAVES-F1R1,COI,OTU570123756,all-OTU,16S,120,112,8,184,0.141104294,1,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU836980333,all-OTU,COI,250,254,4,32,0.02640264,0.820512821,Artiodactyla,-0.130131,"Artiodactyla,Ziphiidae",-0.585755,"Artiodactyla,Ziphiidae,Mesoplodon",-0.829306,"Artiodactyla,Ziphiidae,Mesoplodon,unk",-0.829321,Mesoplodon_bidens_GBCOC17089-23,0.842,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Ziphiidae; g__Mesoplodon; s__bidens,0.92063,,,,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU486097649,all-OTU,COI,250,253,3,5,0.004125413,0.128205128,Rodentia,-0.000422377,"Rodentia,Cricetidae",-0.000423059,"Rodentia,Cricetidae,Oligoryzomys",-0.216701,"Rodentia,Cricetidae,Oligoryzomys,unk",-0.430976,Oligoryzomys_fornesi_GBMA8159-15,0.975,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Oligoryzomys; s__fornesi,0.9917,Chordata;Mammalia;Rodentia;Cricetidae;Oligoryzomys;Oligoryzomys fornesi,0.9917,241,12,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU678976272,all-OTU,COI,250,254,4,2,0.001650165,0.051282051,Rodentia,-1.85737,"Artiodactyla,Cervidae",-2.53147,"Artiodactyla,Cervidae,unk",-2.62824,,,Bradypus_pygmaeus_GBCOC18838-23,0.747,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__variegatus,0.88048,Chordata;Mammalia;Pilosa;Megatheriidae;Nothrotheriops;Nothrotheriops shastensis,0.91235,251,3,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU406423978,all-OTU,12S,220,223,3,475,0.391914191,0.705794948,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU391116024,all-OTU,12S,220,224,4,71,0.058580858,0.105497771,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU13782870,all-OTU,12S,220,220,0,48,0.03960396,0.071322437,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU405962313,all-OTU,12S,220,221,1,33,0.027227723,0.049034175,Carnivora,-0.103977,"Carnivora,Felidae",-0.103977,"Carnivora,Felidae,Panthera",-0.110388,"Carnivora,Felidae,Panthera,unk",-0.13148,Panthera_tigris_AY736559.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Akodon; s__montensis,0.91364,,,,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU301281491,all-OTU,12S,220,219,1,25,0.020627063,0.037147103,Squamata,-1.1033,"Squamata,Gekkonidae",-1.19296,"Squamata,Gekkonidae,unk",-1.19329,,,Curimata_mivartii_KP025764.1,0.671,Unassigned,,Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus,0.99482,193,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU929359734,all-OTU,12S,220,223,3,19,0.015676568,0.028231798,Rodentia,-0.0160817,"Rodentia,Caviidae",-1.08101,"Rodentia,Caviidae,unk",-1.08271,,,Myoprocta_acouchy_AF433922.1,0.776,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Dasyproctidae; g__Myoprocta; s__acouchy,0.9,Chordata;Mammalia;Rodentia;Dasyproctidae;Myoprocta;Myoprocta acouchy,0.9,220,3,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU691856744,all-OTU,12S,220,227,7,2,0.001650165,0.002971768,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU570123756,all-OTU,16S,120,112,8,351,0.28960396,0.893129771,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNIP1-07,CHAVES-F4R2,COI,OTU723200912,all-OTU,16S,120,106,14,42,0.034653465,0.106870229,"root,unk",-0.483608,"Chiroptera,unk",-1.54716,,,,,Myotis_bocagii_JX276375.1,0.557,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.7963,Chordata;Mammalia;Chiroptera;Molossidae;Otomops;Otomops martiensseni,0.87619,105,,,,,,,,,,,,,
PNIP1-07,U,12S,OTU355307225,all-OTU,12S,220,224,4,127,0.045898085,1,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
PNIP1-07,U,12S,OTU445436504,all-OTU,16S,120,112,8,241,0.08709794,0.684659091,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,1,57,55,,,,,,,,,,,,
PNIP1-07,U,12S,OTU818912938,all-OTU,16S,120,104,16,57,0.020599928,0.161931818,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Amphibia;Anura;Hylidae;Scinax;Scinax sateremawe,1,30,74,,,,,,,,,,,,
PNIP1-07,U,12S,OTU618954846,all-OTU,16S,120,115,5,36,0.013010481,0.102272727,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Amphibia;Anura;Bufonidae;Ingerophrynus;Ingerophrynus celebensis,1,31,84,,,,,,,,,,,,
PNIP1-07,U,12S,OTU48438315,all-OTU,16S,120,102,18,18,0.00650524,0.051136364,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Actinopteri;Gobiiformes;Gobiidae;Brachygobius;Brachygobius doriae,1,34,68,,,,,,,,,,,,
PNIP1-09,CHAVES-F14R12,COI,OTU91947462,all-OTU,COI,250,255,5,957,0.107879608,0.76621297,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
PNIP1-09,CHAVES-F14R12,COI,OTU279795832,all-OTU,COI,250,254,4,292,0.032916244,0.23378703,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
PNIP1-09,CHAVES-F1R1,COI,OTU972098998,all-OTU,COI,250,255,5,2,0.000714796,1,Artiodactyla,-0.00166727,"Artiodactyla,Bovidae",-0.00166828,"Artiodactyla,Bovidae,Bos",-0.0424566,"Artiodactyla,Bovidae,Bos,unk",-0.780948,Bos_taurus_ACLB037-06,0.962,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98413,,,,,,,,,,,,,,,,
PNIP1-09,CHAVES-F1R1,COI,OTU103383157,all-OTU,12S,220,219,1,2321,0.829521086,0.963870432,Diptera,-0.790327,"Diptera,Sarcophagidae",-1.33223,"Diptera,Sarcophagidae,unk",-1.3645,,,Miltogramma_oestracea_MW556020.1,0.689,k__Metazoa; p__Arthropoda; c__Insecta; o__Coleoptera; f__Staphylinidae; g__Tachinus; s__subterraneus,0.84314,Arthropoda;Insecta;Diptera;NA;NA;Diptera sp. INDOBIOSYS-CCDB26153-G06,0.94857,175,,,,,,,,,,,,,
PNIP1-09,CHAVES-F1R1,COI,OTU388403404,all-OTU,12S,220,219,1,64,0.022873481,0.026578073,"root,unk",-0.251295,"Primates,Cebidae",-2.96905,"Primates,Cebidae,unk",-2.96921,,,Leontopithecus_rosalia_MZ262294.1,0.626,k__Metazoa; p__Arthropoda; c__Insecta; o__Coleoptera; f__Silphidae; g__Diamesus; s__osculans,0.75115,Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus nigritus,1,199,20,,,,,,,,,,,,
